1-11,//detail.tmall.com/item.htm?id=536124078230&amp;skuId=3200061401112&amp;areaId=110100&amp;user_id=1730407557&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="金属超薄双风扇,MACHENIKE 机械师F117 F1
2-11,//detail.tmall.com/item.htm?id=520890174805&amp;skuId=3104164228368&amp;areaId=110100&amp;user_id=601366705&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="15.6英寸 i5超薄女性超极笔记本,QRTECH 麦本本 小麦3
3-11,//detail.tmall.com/item.htm?id=544907166109&amp;skuId=3448952939263&amp;areaId=110100&amp;user_id=2236955400&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Hasee/神舟 战神 GX8-KP7S1,Hasee/神舟 战神 GX8-KP7S1
4-11,//detail.tmall.com/item.htm?id=525927814508&amp;skuId=3251937993965&amp;areaId=110100&amp;user_id=2333321271&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Asus/华硕 VM510 VM510LJ5500,Asus/华硕 VM510 VM510LJ5500
5-11,//detail.tmall.com/item.htm?id=542578590424&amp;skuId=3425550927406&amp;areaId=110100&amp;user_id=2654508411&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="ThinkPad x250 /,ThinkPad x250 /
6-11,//detail.tmall.com/item.htm?id=545231449977&amp;skuId=3288426197656&amp;areaId=110100&amp;user_id=1796420762&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="6代I5 GT940MX 2G 固态可定制,Asus/华硕 VX50 VX50VX6300
7-11,//detail.tmall.com/item.htm?id=537940286858&amp;skuId=3213038157248&amp;areaId=110100&amp;user_id=2260271310&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="惠普幽灵Spectre 13超轻薄笔记本,HP/惠普 幽灵Spectre 13 v115tu
8-11,//detail.tmall.com/item.htm?id=527758601065&amp;skuId=3140739102008&amp;areaId=110100&amp;user_id=2094844272&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Asus/华硕 X X540LJ4005,Asus/华硕 X X540LJ4005
9-11,//detail.tmall.com/item.htm?id=543483758579&amp;skuId=3270617048479&amp;areaId=110100&amp;user_id=2086512549&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="第7代酷睿i5 多色可选,Asus/华硕 F F
10-11,//detail.tmall.com/item.htm?id=542578431672&amp;skuId=3452886870261&amp;areaId=110100&amp;user_id=3028592726&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Lenovo/联想 Yoga700 -11ISK,Lenovo/联想 Yoga700 -11ISK
11-11,//detail.tmall.com/item.htm?id=542880040879&amp;skuId=4611686561307428783&amp;areaId=110100&amp;user_id=2091195866&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="超薄金属机身 双硬盘 1080P,Dell/戴尔 灵越Ins15 7560
12-11,//detail.tmall.com/item.htm?id=539683260052&amp;skuId=3243190161258&amp;areaId=110100&amp;user_id=748337977&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="时尚轻薄 四核2G独显 影音娱乐,Asus/华硕 x541 SC3160
13-11,//detail.tmall.com/item.htm?id=542868118558&amp;skuId=3264482252484&amp;areaId=110100&amp;user_id=820874434&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="英特尔 四核,Jumper/中柏 EZbook 3
14-11,//detail.tmall.com/item.htm?id=544223926412&amp;skuId=4611686562651314316&amp;areaId=110100&amp;user_id=2913716188&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="七代4核心 10系显卡 标配固态,Dell/戴尔 灵越14 游匣
15-11,//detail.tmall.com/item.htm?id=541784684465&amp;skuId=3421687735124&amp;areaId=110100&amp;user_id=2995462538&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="HP/惠普 15-AX031TX 暗影精灵II,HP/惠普 15-AX031TX 暗影精灵II
16-11,//detail.tmall.com/item.htm?id=532172349620&amp;skuId=3195790523119&amp;areaId=110100&amp;user_id=2836116599&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="ThinkPad E560 20EVA0-50CD,ThinkPad E560 20EVA0-50CD
17-11,//detail.tmall.com/item.htm?id=531252489095&amp;skuId=3168933113785&amp;areaId=110100&amp;user_id=1996270577&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="12.5寸YOGA，12.8毫米厚 999克重,Lenovo/联想 Yoga900S -12ISK
18-11,//detail.tmall.com/item.htm?id=537495583834&amp;skuId=3209978106765&amp;areaId=110100&amp;user_id=2955374408&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="ThinkPad X260 20F6A084CD,ThinkPad X260 20F6A084CD
19-11,//detail.tmall.com/item.htm?id=527502064549&amp;skuId=3138539399678&amp;areaId=110100&amp;user_id=2182235688&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="炫龙 A41l 骑士版,炫龙 A41l 骑士版
20-11,//detail.tmall.com/item.htm?id=537958916963&amp;skuId=3213654212440&amp;areaId=110100&amp;user_id=2484777365&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Asus/华硕 F F456,Asus/华硕 F F456
21-11,//detail.tmall.com/item.htm?id=529205914016&amp;skuId=3206488411271&amp;areaId=110100&amp;user_id=2789182463&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="五代i5 GT940M独显4G 背光键盘,Acer/宏碁 V3 V3-574G-5326
22-11,//detail.tmall.com/item.htm?id=525237474436&amp;skuId=3434730490788&amp;areaId=110100&amp;user_id=2638166432&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Asus/华硕 U303 U303UB,Asus/华硕 U303 U303UB
23-11,//detail.tmall.com/item.htm?id=543864190555&amp;skuId=3274401713539&amp;areaId=110100&amp;user_id=2859796306&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Dell/戴尔 灵越 Ins5567-2645,Dell/戴尔 灵越 Ins5567-2645
24-11,//detail.tmall.com/item.htm?id=526237648863&amp;skuId=3219480573315&amp;areaId=110100&amp;user_id=1898722490&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="高清游戏影音娱乐酷睿i7,Asus/华硕 FX FX-PRO6700
25-11,//detail.tmall.com/item.htm?id=544440196807&amp;skuId=4611686562867584711&amp;areaId=110100&amp;user_id=416065570&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Lenovo/联想 IDEAPAD Y700-17ISK I7-6700HQ,Lenovo/联想 IDEAPAD Y700-17ISK I7-6700HQ
26-11,//detail.tmall.com/item.htm?id=544317698206&amp;skuId=3463106226993&amp;areaId=110100&amp;user_id=827873810&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Lenovo/联想 IdeaPad 310S 1,Lenovo/联想 IdeaPad 310S 1
27-11,//detail.tmall.com/item.htm?id=528993146719&amp;skuId=3150158810214&amp;areaId=110100&amp;user_id=2789182463&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="高清变形笔记本,Acer/宏碁 R7-572G R7-572G-54218G1Tass
28-11,//detail.tmall.com/item.htm?id=545207467682&amp;skuId=3451962471576&amp;areaId=110100&amp;user_id=2481352158&amp;cat_id=2&amp;is_b=1&amp;rn=482591cc66dbb705c84801319934bf43" target="_blank" title="Asus/华硕 FX53VD FX53VD7700,Asus/华硕 FX53VD FX53VD7700
